仕業番号,仕業開始駅,仕業終了駅,便名,始発駅,終着駅,発時刻,着時刻,trip_id
12仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,14:43:30,15:01:00,平日_14時43分_系統16180
12仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,15:06:00,15:26:00,平日_15時06分_系統18160
12仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,15:33:30,15:51:00,平日_15時33分_系統16180
12仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,15:56:00,16:16:00,平日_15時56分_系統18160
12仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,16:21:00,16:38:30,平日_16時21分_系統16180
12仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,16:41:30,17:01:00,平日_16時41分_系統18160
12仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,17:06:00,17:23:30,平日_17時06分_系統16180
12仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,17:26:30,17:46:00,平日_17時26分_系統18160
12仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,17:51:00,18:08:30,平日_17時51分_系統16180
12仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,18:11:30,18:31:00,平日_18時11分_系統18160
12仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,18:36:00,18:53:30,平日_18時36分_系統16180
12仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,18:56:30,19:16:00,平日_18時56分_系統18160
12仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,19:21:00,19:39:00,平日_19時21分_系統16180
12仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,19:41:30,20:01:00,平日_19時41分_系統18160
12仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,20:11:00,20:29:00,平日_20時11分_系統16180
12仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,20:36:30,20:56:00,平日_20時36分_系統18160
12仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,21:04:00,21:19:30,平日_21時04分_系統16180
12仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,21:22:30,21:39:30,平日_21時22分_系統18160
12仕業,桟橋通五丁目,桟橋車庫前,桟橋車庫（はりまや橋 経由）,高知駅前,桟橋車庫前,21:45:00,21:58:30,平日_21時45分_系統16170
,,,,,,,,
13仕業,桟橋通四丁目,桟橋車庫前,文珠通（はりまや橋 経由）,桟橋通四丁目,文珠通,06:25:30,06:55:00,平日_06時25分_系統17060
13仕業,桟橋通四丁目,桟橋車庫前,朝倉（はりまや橋・鏡川橋 経由）,文珠通,朝倉,07:02:00,07:45:30,平日_07時02分_系統6130
13仕業,桟橋通四丁目,桟橋車庫前,文珠通（はりまや橋 経由）,朝倉,文珠通,07:50:30,08:29:30,平日_07時50分_系統13060
13仕業,桟橋通四丁目,桟橋車庫前,鏡川橋（はりまや橋 経由）,文珠通,鏡川橋,08:34:30,09:09:00,平日_08時34分_系統6110
13仕業,桟橋通四丁目,桟橋車庫前,文珠通（はりまや橋 経由）,鏡川橋,文珠通,09:14:00,09:47:30,平日_09時14分_系統11060
13仕業,桟橋通四丁目,桟橋車庫前,朝倉（はりまや橋・鏡川橋 経由）,文珠通,朝倉,09:53:00,10:36:00,平日_09時53分_系統6130
13仕業,桟橋通四丁目,桟橋車庫前,文珠通（はりまや橋 経由）,朝倉,文珠通,10:42:00,11:22:30,平日_10時42分_系統13060
13仕業,桟橋通四丁目,桟橋車庫前,鏡川橋（はりまや橋 経由）,文珠通,鏡川橋,11:30:00,12:04:30,平日_11時30分_系統6110
13仕業,桟橋通四丁目,桟橋車庫前,文珠通（はりまや橋 経由）,鏡川橋,文珠通,12:18:30,12:52:30,平日_12時18分_系統11060
13仕業,桟橋通四丁目,桟橋車庫前,いの（はりまや橋・鏡川橋・朝倉 経由）,文珠通,伊野,13:00:00,14:06:00,平日_13時00分_系統6150
13仕業,桟橋通四丁目,桟橋車庫前,文珠通（はりまや橋 経由）,伊野,文珠通,14:11:00,15:10:00,平日_14時11分_系統15060
13仕業,桟橋通四丁目,桟橋車庫前,鏡川橋（はりまや橋 経由）,文珠通,鏡川橋,15:17:00,15:51:30,平日_15時17分_系統6110
13仕業,桟橋通四丁目,桟橋車庫前,文珠通（はりまや橋 経由）,鏡川橋,文珠通,15:56:30,16:30:00,平日_15時56分_系統11060
13仕業,桟橋通四丁目,桟橋車庫前,いの（はりまや橋・鏡川橋・朝倉 経由）,文珠通,伊野,16:37:30,17:44:00,平日_16時37分_系統6150
13仕業,桟橋通四丁目,桟橋車庫前,文珠通（はりまや橋 経由）,伊野,文珠通,17:49:00,18:52:30,平日_17時49分_系統15060
13仕業,桟橋通四丁目,桟橋車庫前,鏡川橋（はりまや橋 経由）,文珠通,鏡川橋,19:02:00,19:37:00,平日_19時02分_系統6110
13仕業,桟橋通四丁目,桟橋車庫前,文珠通（はりまや橋 経由）,鏡川橋,文珠通,19:39:00,20:12:30,平日_19時39分_系統11060
13仕業,桟橋通四丁目,桟橋車庫前,いの（はりまや橋・鏡川橋・朝倉 経由）,文珠通,伊野,20:21:00,21:26:00,平日_20時21分_系統6150
13仕業,桟橋通四丁目,桟橋車庫前,桟橋車庫（はりまや橋 経由）,伊野,桟橋車庫前,21:33:00,22:29:30,平日_21時33分_系統15170
,,,,,,,,
14仕業,鏡川橋,桟橋車庫前,ごめん（はりまや橋・文珠通・領石通 経由）,鏡川橋,後免町,06:26:30,07:22:00,平日_06時26分_系統11010
14仕業,鏡川橋,桟橋車庫前,鏡川橋（はりまや橋 経由）,後免町,鏡川橋,07:25:00,08:24:00,平日_07時25分_系統1110
14仕業,鏡川橋,桟橋車庫前,桟橋車庫（はりまや橋 経由）,鏡川橋,桟橋車庫前,08:36:30,09:08:30,平日_08時36分_系統11170
,,,,,,,,
15仕業,桟橋通四丁目,後免町,鏡川橋（はりまや橋 経由）,桟橋通四丁目,鏡川橋,06:33:00,07:02:30,平日_06時33分_系統17110
15仕業,桟橋通四丁目,後免町,ごめん（はりまや橋・文珠通・領石通 経由）,鏡川橋,後免町,07:09:00,08:07:00,平日_07時09分_系統11010
15仕業,桟橋通四丁目,後免町,鏡川橋（はりまや橋 経由）,後免町,鏡川橋,08:15:00,09:14:00,平日_08時15分_系統1110
15仕業,桟橋通四丁目,後免町,ごめん（はりまや橋・文珠通・領石通 経由）,鏡川橋,後免町,09:26:30,10:22:00,平日_09時26分_系統11010
15仕業,桟橋通四丁目,後免町,鏡川橋（はりまや橋 経由）,後免町,鏡川橋,10:30:00,11:27:00,平日_10時30分_系統1110
15仕業,桟橋通四丁目,後免町,ごめん（はりまや橋・文珠通・領石通 経由）,鏡川橋,後免町,11:41:30,12:37:00,平日_11時41分_系統11010
15仕業,桟橋通四丁目,後免町,鏡川橋（はりまや橋 経由）,後免町,鏡川橋,12:45:00,13:41:30,平日_12時45分_系統1110
15仕業,桟橋通四丁目,後免町,文珠通（はりまや橋 経由）,鏡川橋,文珠通,13:46:30,14:20:00,平日_13時46分_系統11060
15仕業,桟橋通四丁目,後免町,鏡川橋（はりまや橋 経由）,文珠通,鏡川橋,14:23:00,14:57:00,平日_14時23分_系統6110
15仕業,桟橋通四丁目,後免町,ごめん（はりまや橋・文珠通・領石通 経由）,鏡川橋,後免町,15:04:00,15:59:30,平日_15時04分_系統11010
15仕業,桟橋通四丁目,後免町,鏡川橋（はりまや橋 経由）,後免町,鏡川橋,16:07:00,17:04:00,平日_16時07分_系統1110
15仕業,桟橋通四丁目,後免町,ごめん（はりまや橋・文珠通・領石通 経由）,鏡川橋,後免町,17:09:00,18:07:00,平日_17時09分_系統11010
15仕業,桟橋通四丁目,後免町,鏡川橋（はりまや橋 経由）,後免町,鏡川橋,18:15:00,19:14:00,平日_18時15分_系統1110
15仕業,桟橋通四丁目,後免町,ごめん（はりまや橋・文珠通・領石通 経由）,鏡川橋,後免町,19:19:00,20:17:00,平日_19時19分_系統11010
15仕業,桟橋通四丁目,後免町,鏡川橋（はりまや橋 経由）,後免町,鏡川橋,20:36:30,21:30:00,平日_20時36分_系統1110
15仕業,桟橋通四丁目,後免町,ごめん（はりまや橋・文珠通・領石通 経由）,鏡川橋,後免町,21:30:00,22:24:00,平日_21時30分_系統11010
,,,,,,,,
16仕業,後免町,鏡川橋,鏡川橋（はりまや橋 経由）,後免町,鏡川橋,06:35:00,07:32:00,平日_06時35分_系統1113
16仕業,後免町,鏡川橋,ごめん（はりまや橋・文珠通・領石通 経由）,鏡川橋,後免町,07:34:00,08:31:30,平日_07時34分_系統11010
16仕業,後免町,鏡川橋,朝倉（はりまや橋・鏡川橋 経由）,後免町,朝倉,08:42:00,09:51:00,平日_08時42分_系統1130
16仕業,後免町,鏡川橋,文珠通（はりまや橋 経由）,朝倉,文珠通,09:57:00,10:37:30,平日_09時57分_系統13060
16仕業,後免町,鏡川橋,鏡川橋（はりまや橋 経由）,文珠通,鏡川橋,10:45:00,11:19:00,平日_10時45分_系統6110
16仕業,後免町,鏡川橋,文珠通（はりまや橋 経由）,鏡川橋,文珠通,11:26:30,12:00:00,平日_11時26分_系統11060
16仕業,後免町,鏡川橋,鏡川橋（はりまや橋 経由）,文珠通,鏡川橋,12:06:30,12:41:30,平日_12時06分_系統6110
16仕業,後免町,鏡川橋,ごめん（はりまや橋・文珠通・領石通 経由）,鏡川橋,後免町,12:46:30,13:42:00,平日_12時46分_系統11010
16仕業,後免町,鏡川橋,鏡川橋（はりまや橋 経由）,後免町,鏡川橋,13:52:30,14:49:00,平日_13時52分_系統1110
16仕業,後免町,鏡川橋,文珠通（はりまや橋 経由）,鏡川橋,文珠通,14:49:00,15:22:30,平日_14時49分_系統11060
16仕業,後免町,鏡川橋,鏡川橋（はりまや橋 経由）,文珠通,鏡川橋,15:38:00,16:12:00,平日_15時38分_系統6110
16仕業,後免町,鏡川橋,文珠通（はりまや橋 経由）,鏡川橋,文珠通,16:14:00,16:47:30,平日_16時14分_系統11060
16仕業,後免町,鏡川橋,朝倉（はりまや橋・鏡川橋 経由）,文珠通,朝倉,16:59:00,17:43:30,平日_16時59分_系統6130
16仕業,後免町,鏡川橋,ごめん（はりまや橋・文珠通・領石通 経由）,朝倉,後免町,17:50:00,18:56:00,平日_17時50分_系統13010
16仕業,後免町,鏡川橋,朝倉（はりまや橋・鏡川橋 経由）,後免町,朝倉,19:32:00,20:39:00,平日_19時32分_系統1130
16仕業,後免町,鏡川橋,文珠通（はりまや橋 経由）,朝倉,文珠通,20:48:00,21:30:00,平日_20時48分_系統13060
16仕業,後免町,鏡川橋,朝倉（はりまや橋・鏡川橋 経由）,文珠通,朝倉,21:38:00,22:17:00,平日_21時38分_系統6130
16仕業,後免町,鏡川橋,鏡川橋,朝倉,鏡川橋,22:22:00,22:27:00,平日_22時22分_系統13110
,,,,,,,,
17仕業,後免町,桟橋車庫前,鏡川橋（はりまや橋 経由）,後免町,鏡川橋,06:45:00,07:42:00,平日_06時45分_系統1113
17仕業,後免町,桟橋車庫前,桟橋車庫（はりまや橋 経由）,鏡川橋,桟橋車庫前,07:53:30,08:27:00,平日_07時53分_系統11170
,,,,,,,,
18仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,06:49:00,07:08:00,平日_06時49分_系統18160
18仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,07:13:30,07:31:00,平日_07時13分_系統16180
18仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,07:34:00,07:53:00,平日_07時34分_系統18160
18仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,07:53:30,08:11:00,平日_07時53分_系統16180
18仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,08:14:00,08:33:00,平日_08時14分_系統18160
18仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,08:33:30,08:51:30,平日_08時33分_系統16180
18仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,08:54:00,09:13:00,平日_08時54分_系統18160
18仕業,桟橋通五丁目,桟橋車庫前,桟橋車庫（はりまや橋 経由）,高知駅前,桟橋車庫前,09:13:30,09:29:00,平日_09時13分_系統16170
,,,,,,,,
19仕業,桟橋通四丁目,桟橋車庫前,文珠通（はりまや橋 経由）,桟橋通四丁目,文珠通,06:52:30,07:21:30,平日_06時52分_系統17060
19仕業,桟橋通四丁目,桟橋車庫前,鏡川橋（はりまや橋 経由）,文珠通,鏡川橋,07:26:30,08:01:30,平日_07時26分_系統6110
19仕業,桟橋通四丁目,桟橋車庫前,桟橋車庫（はりまや橋 経由）,鏡川橋,桟橋車庫前,08:03:30,08:36:00,平日_08時03分_系統11170
,,,,,,,,
20仕業,後免町,桟橋車庫前,鏡川橋（はりまや橋 経由）,後免町,鏡川橋,06:54:30,07:51:30,平日_06時54分_系統1110
20仕業,後免町,桟橋車庫前,文珠通（はりまや橋 経由）,鏡川橋,文珠通,08:06:30,08:40:00,平日_08時06分_系統11060
20仕業,後免町,桟橋車庫前,鏡川橋（はりまや橋 経由）,文珠通,鏡川橋,08:55:00,09:29:00,平日_08時55分_系統6110
20仕業,後免町,桟橋車庫前,文珠通（はりまや橋 経由）,鏡川橋,文珠通,09:34:00,10:07:30,平日_09時34分_系統11060
20仕業,後免町,桟橋車庫前,いの（はりまや橋・鏡川橋・朝倉 経由）,文珠通,伊野,10:14:30,11:18:00,平日_10時14分_系統6150
20仕業,後免町,桟橋車庫前,文珠通（はりまや橋 経由）,伊野,文珠通,11:23:00,12:22:30,平日_11時23分_系統15060
20仕業,後免町,桟橋車庫前,鏡川橋（はりまや橋 経由）,文珠通,鏡川橋,12:38:00,13:11:30,平日_12時38分_系統6110
20仕業,後免町,桟橋車庫前,文珠通（はりまや橋 経由）,鏡川橋,文珠通,13:24:00,13:57:30,平日_13時24分_系統11060
20仕業,後免町,桟橋車庫前,鏡川橋（はりまや橋 経由）,文珠通,鏡川橋,14:08:00,14:42:00,平日_14時08分_系統6110
20仕業,後免町,桟橋車庫前,ごめん（はりまや橋・文珠通・領石通 経由）,鏡川橋,後免町,15:26:30,16:22:00,平日_15時26分_系統11010
20仕業,後免町,桟橋車庫前,鏡川橋（はりまや橋 経由）,後免町,鏡川橋,16:29:00,17:26:30,平日_16時29分_系統1110
20仕業,後免町,桟橋車庫前,文珠通（はりまや橋 経由）,鏡川橋,文珠通,17:26:30,18:02:30,平日_17時26分_系統11060
20仕業,後免町,桟橋車庫前,鏡川橋（はりまや橋 経由）,文珠通,鏡川橋,18:13:30,18:49:30,平日_18時13分_系統6110
20仕業,後免町,桟橋車庫前,文珠通（はりまや橋 経由）,鏡川橋,文珠通,18:56:30,19:32:30,平日_18時56分_系統11060
20仕業,後免町,桟橋車庫前,いの（はりまや橋・鏡川橋・朝倉 経由）,文珠通,伊野,19:39:00,20:43:00,平日_19時39分_系統6150
20仕業,後免町,桟橋車庫前,桟橋車庫（はりまや橋 経由）,伊野,桟橋車庫前,20:48:00,21:44:00,平日_20時48分_系統15170
,,,,,,,,
21仕業,桟橋通四丁目,桟橋車庫前,朝倉（はりまや橋・鏡川橋 経由）,桟橋通四丁目,朝倉,06:55:30,07:33:30,平日_06時55分_系統17130
21仕業,桟橋通四丁目,桟橋車庫前,文珠通（はりまや橋 経由）,朝倉,文珠通,07:40:00,08:20:00,平日_07時40分_系統13060
21仕業,桟橋通四丁目,桟橋車庫前,枡形（はりまや橋 経由）,文珠通,枡形,08:21:30,08:45:30,平日_08時21分_系統6090
21仕業,桟橋通四丁目,桟橋車庫前,桟橋車庫（はりまや橋 経由）,枡形,桟橋車庫前,08:49:30,09:11:30,平日_08時49分_系統9170
,,,,,,,,
22仕業,桟橋通四丁目,後免町,鏡川橋（はりまや橋 経由）,桟橋通四丁目,鏡川橋,06:58:00,07:28:00,平日_06時58分_系統17110
22仕業,桟橋通四丁目,後免町,文珠通（はりまや橋 経由）,鏡川橋,文珠通,07:41:30,08:15:00,平日_07時41分_系統11060
22仕業,桟橋通四丁目,後免町,鏡川橋（はりまや橋 経由）,文珠通,鏡川橋,08:25:00,08:59:00,平日_08時25分_系統6110
22仕業,桟橋通四丁目,後免町,ごめん（はりまや橋・文珠通・領石通 経由）,鏡川橋,後免町,09:04:00,09:59:30,平日_09時04分_系統11010
22仕業,桟橋通四丁目,後免町,鏡川橋（はりまや橋 経由）,後免町,鏡川橋,10:07:00,11:04:30,平日_10時07分_系統1110
22仕業,桟橋通四丁目,後免町,文珠通（はりまや橋 経由）,鏡川橋,文珠通,11:11:30,11:45:00,平日_11時11分_系統11060
22仕業,桟橋通四丁目,後免町,鏡川橋（はりまや橋 経由）,文珠通,鏡川橋,11:45:00,12:19:30,平日_11時45分_系統6110
22仕業,桟橋通四丁目,後免町,ごめん（はりまや橋・文珠通・領石通 経由）,鏡川橋,後免町,12:26:30,13:22:00,平日_12時26分_系統11010
22仕業,桟橋通四丁目,後免町,鏡川橋（はりまや橋 経由）,後免町,鏡川橋,13:30:00,14:27:00,平日_13時30分_系統1110
22仕業,桟橋通四丁目,後免町,ごめん（はりまや橋・文珠通・領石通 経由）,鏡川橋,後免町,14:41:30,15:37:00,平日_14時41分_系統11010
22仕業,桟橋通四丁目,後免町,鏡川橋（はりまや橋 経由）,後免町,鏡川橋,15:45:00,16:41:30,平日_15時45分_系統1110
22仕業,桟橋通四丁目,後免町,ごめん（はりまや橋・文珠通・領石通 経由）,鏡川橋,後免町,16:51:30,17:49:00,平日_16時51分_系統11010
22仕業,桟橋通四丁目,後免町,鏡川橋（はりまや橋 経由）,後免町,鏡川橋,18:00:00,18:59:00,平日_18時00分_系統1110
22仕業,桟橋通四丁目,後免町,文珠通（はりまや橋 経由）,鏡川橋,文珠通,19:06:30,19:40:00,平日_19時06分_系統11060
22仕業,桟橋通四丁目,後免町,鏡川橋（はりまや橋 経由）,文珠通,鏡川橋,19:44:30,20:19:00,平日_19時44分_系統6110
22仕業,桟橋通四丁目,後免町,ごめん（はりまや橋・文珠通・領石通 経由）,鏡川橋,後免町,20:19:00,21:16:00,平日_20時19分_系統11010
,,,,,,,,
23仕業,桟橋通四丁目,桟橋車庫前,ごめん（はりまや橋・文珠通・領石通 経由）,桟橋通四丁目,後免町,07:02:30,07:55:00,平日_07時02分_系統17010
23仕業,桟橋通四丁目,桟橋車庫前,朝倉（はりまや橋・鏡川橋 経由）,後免町,朝倉,07:55:00,09:06:00,平日_07時55分_系統1130
23仕業,桟橋通四丁目,桟橋車庫前,桟橋車庫（はりまや橋 経由）,朝倉,桟橋車庫前,09:12:00,09:52:00,平日_09時12分_系統13170
,,,,,,,,
24仕業,後免町,桟橋車庫前,鏡川橋（はりまや橋 経由）,後免町,鏡川橋,07:05:00,08:04:00,平日_07時05分_系統1110
24仕業,後免町,桟橋車庫前,桟橋車庫（はりまや橋 経由）,鏡川橋,桟橋車庫前,08:09:00,08:41:30,平日_08時09分_系統11170
,,,,,,,,
25仕業,後免町,桟橋車庫前,朝倉（はりまや橋・鏡川橋 経由）,後免町,朝倉,07:10:00,08:18:30,平日_07時10分_系統1130
25仕業,後免町,桟橋車庫前,桟橋車庫（はりまや橋 経由）,朝倉,桟橋車庫前,08:24:00,09:03:30,平日_08時24分_系統13170
,,,,,,,,
26仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,07:14:00,07:33:00,平日_07時14分_系統18160
26仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,07:38:30,07:56:00,平日_07時38分_系統16180
26仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,07:59:00,08:18:00,平日_07時59分_系統18160
26仕業,桟橋通五丁目,桟橋車庫前,桟橋車庫（はりまや橋 経由）,高知駅前,桟橋車庫前,08:28:30,08:43:30,平日_08時28分_系統16170
,,,,,,,,
27仕業,後免町,後免町,鏡川橋（はりまや橋 経由）,後免町,鏡川橋,07:15:00,08:14:00,平日_07時15分_系統1113
27仕業,後免町,後免町,文珠通（はりまや橋 経由）,鏡川橋,文珠通,08:23:30,08:57:30,平日_08時23分_系統11060
27仕業,後免町,後免町,鏡川橋（はりまや橋 経由）,文珠通,鏡川橋,09:14:30,09:49:00,平日_09時14分_系統6110
27仕業,後免町,後免町,文珠通（はりまや橋 経由）,鏡川橋,文珠通,09:56:00,10:30:00,平日_09時56分_系統11060
27仕業,後免町,後免町,朝倉（はりまや橋・鏡川橋 経由）,文珠通,朝倉,10:37:00,11:18:30,平日_10時37分_系統6130
27仕業,後免町,後免町,文珠通（はりまや橋 経由）,朝倉,文珠通,11:27:00,12:07:00,平日_11時27分_系統13060
27仕業,後免町,後免町,鏡川橋（はりまや橋 経由）,文珠通,鏡川橋,12:15:00,12:49:30,平日_12時15分_系統6110
27仕業,後免町,後免町,文珠通（はりまや橋 経由）,鏡川橋,文珠通,13:01:30,13:35:00,平日_13時01分_系統11060
27仕業,後免町,後免町,いの（はりまや橋・鏡川橋・朝倉 経由）,文珠通,伊野,13:45:00,14:48:00,平日_13時45分_系統6150
27仕業,後免町,後免町,文珠通（はりまや橋 経由）,伊野,文珠通,14:53:00,15:52:30,平日_14時53分_系統15060
27仕業,後免町,後免町,鏡川橋（はりまや橋 経由）,文珠通,鏡川橋,16:00:00,16:34:00,平日_16時00分_系統6110
27仕業,後免町,後免町,文珠通（はりまや橋 経由）,鏡川橋,文珠通,16:39:00,17:12:30,平日_16時39分_系統11060
27仕業,後免町,後免町,いの（はりまや橋・鏡川橋・朝倉 経由）,文珠通,伊野,17:24:30,18:29:00,平日_17時24分_系統6150
27仕業,後免町,後免町,文珠通（はりまや橋 経由）,伊野,文珠通,18:34:00,19:37:30,平日_18時34分_系統15060
27仕業,後免町,後免町,鏡川橋（はりまや橋 経由）,文珠通,鏡川橋,19:50:00,20:24:00,平日_19時50分_系統6110
27仕業,後免町,後免町,文珠通（はりまや橋 経由）,鏡川橋,文珠通,20:26:30,21:00:00,平日_20時26分_系統11060
27仕業,後免町,後免町,鏡川橋（はりまや橋 経由）,文珠通,鏡川橋,21:06:30,21:37:30,平日_21時06分_系統6110
27仕業,後免町,後免町,ごめん（はりまや橋・文珠通・領石通 経由）,鏡川橋,後免町,21:42:30,22:37:00,平日_21時42分_系統11010
,,,,,,,,
28仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,07:19:00,07:39:00,平日_07時19分_系統18160
28仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,07:48:30,08:06:30,平日_07時48分_系統16180
28仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,08:09:00,08:28:00,平日_08時09分_系統18160
28仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,08:38:30,08:56:00,平日_08時38分_系統16180
28仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,08:59:00,09:18:00,平日_08時59分_系統18160
28仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,09:18:30,09:36:30,平日_09時18分_系統16180
28仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,09:39:00,09:58:30,平日_09時39分_系統18160
28仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,10:03:30,10:21:30,平日_10時03分_系統16180
28仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,10:26:00,10:46:00,平日_10時26分_系統18160
28仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,10:53:30,11:11:30,平日_10時53分_系統16180
28仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,11:16:00,11:36:00,平日_11時16分_系統18160
28仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,11:43:30,12:01:00,平日_11時43分_系統16180
28仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,12:06:00,12:26:00,平日_12時06分_系統18160
28仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,12:33:30,12:51:00,平日_12時33分_系統16180
28仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,12:56:00,13:16:00,平日_12時56分_系統18160
28仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,13:23:30,13:41:00,平日_13時23分_系統16180
28仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,13:46:00,14:06:00,平日_13時46分_系統18160
28仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,14:13:30,14:31:00,平日_14時13分_系統16180
28仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,14:36:00,14:56:00,平日_14時36分_系統18160
28仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,15:03:30,15:21:00,平日_15時03分_系統16180
28仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,15:26:00,15:46:00,平日_15時26分_系統18160
28仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,15:53:30,16:11:00,平日_15時53分_系統16180
28仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,16:11:30,16:31:00,平日_16時11分_系統18160
28仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,16:36:00,16:53:30,平日_16時36分_系統16180
28仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,16:56:30,17:16:00,平日_16時56分_系統18160
