仕業番号,仕業開始駅,仕業終了駅,便名,始発駅,終着駅,発時刻,着時刻,trip_id
24仕業,後免町,後免町,文珠通（はりまや橋 経由）,朝倉,文珠通,11:20:00,12:00:00,土日祝_11時20分_系統13060
24仕業,後免町,後免町,朝倉（はりまや橋・鏡川橋 経由）,文珠通,朝倉,12:32:30,13:16:00,土日祝_12時32分_系統6130
24仕業,後免町,後免町,文珠通（はりまや橋 経由）,朝倉,文珠通,13:25:00,14:05:00,土日祝_13時25分_系統13060
24仕業,後免町,後免町,鏡川橋（はりまや橋 経由）,文珠通,鏡川橋,14:15:00,14:49:00,土日祝_14時15分_系統6110
24仕業,後免町,後免町,ごめん（はりまや橋・文珠通・領石通 経由）,鏡川橋,後免町,15:09:00,16:04:30,土日祝_15時09分_系統11011
24仕業,後免町,後免町,鏡川橋（はりまや橋 経由）,後免町,鏡川橋,16:15:00,17:11:30,土日祝_16時15分_系統1110
24仕業,後免町,後免町,ごめん（はりまや橋・文珠通・領石通 経由）,鏡川橋,後免町,17:16:30,18:12:00,土日祝_17時16分_系統11011
24仕業,後免町,後免町,鏡川橋（はりまや橋 経由）,後免町,鏡川橋,18:20:00,19:16:30,土日祝_18時20分_系統1110
24仕業,後免町,後免町,文珠通（はりまや橋 経由）,鏡川橋,文珠通,19:16:30,19:50:00,土日祝_19時16分_系統11060
24仕業,後免町,後免町,鏡川橋（はりまや橋 経由）,文珠通,鏡川橋,19:52:30,20:26:30,土日祝_19時52分_系統6110
24仕業,後免町,後免町,ごめん（はりまや橋・文珠通・領石通 経由）,鏡川橋,後免町,20:29:00,21:25:00,土日祝_20時29分_系統11011
,,,,,,,,
25仕業,後免町,桟橋車庫前,鏡川橋（はりまや橋 経由）,後免町,鏡川橋,08:30:00,09:26:30,土日祝_08時30分_系統1110
25仕業,後免町,桟橋車庫前,ごめん（はりまや橋・文珠通・領石通 経由）,鏡川橋,後免町,09:54:00,10:49:30,土日祝_09時54分_系統11011
25仕業,後免町,桟橋車庫前,鏡川橋（はりまや橋 経由）,後免町,鏡川橋,10:58:00,11:54:00,土日祝_10時58分_系統1110
25仕業,後免町,桟橋車庫前,ごめん（はりまや橋・文珠通・領石通 経由）,鏡川橋,後免町,11:59:00,12:54:30,土日祝_11時59分_系統11011
25仕業,後免町,桟橋車庫前,鏡川橋（はりまや橋 経由）,後免町,鏡川橋,13:05:00,14:01:30,土日祝_13時05分_系統1110
25仕業,後免町,桟橋車庫前,ごめん（はりまや橋・文珠通・領石通 経由）,鏡川橋,後免町,14:06:30,15:02:00,土日祝_14時06分_系統11011
25仕業,後免町,桟橋車庫前,鏡川橋（はりまや橋 経由）,後免町,鏡川橋,15:09:30,16:06:30,土日祝_15時09分_系統1110
25仕業,後免町,桟橋車庫前,ごめん（はりまや橋・文珠通・領石通 経由）,鏡川橋,後免町,16:11:30,17:07:00,土日祝_16時11分_系統11011
25仕業,後免町,桟橋車庫前,鏡川橋（はりまや橋 経由）,後免町,鏡川橋,17:15:00,18:11:30,土日祝_17時15分_系統1110
25仕業,後免町,桟橋車庫前,ごめん（はりまや橋・文珠通・領石通 経由）,鏡川橋,後免町,18:11:30,19:07:00,土日祝_18時11分_系統11011
25仕業,後免町,桟橋車庫前,鏡川橋（はりまや橋 経由）,後免町,鏡川橋,20:32:00,21:26:00,土日祝_20時32分_系統1110
25仕業,後免町,桟橋車庫前,桟橋車庫（はりまや橋 経由）,鏡川橋,桟橋車庫前,21:32:00,22:01:30,土日祝_21時32分_系統11170
,,,,,,,,
26仕業,桟橋通四丁目,鏡川橋,鏡川橋（はりまや橋 経由）,桟橋通四丁目,鏡川橋,08:33:00,09:02:30,土日祝_08時33分_系統17110
26仕業,桟橋通四丁目,鏡川橋,ごめん（はりまや橋・文珠通・領石通 経由）,鏡川橋,後免町,09:11:30,10:07:00,土日祝_09時11分_系統11011
26仕業,桟橋通四丁目,鏡川橋,鏡川橋（はりまや橋 経由）,後免町,鏡川橋,10:15:00,11:11:30,土日祝_10時15分_系統1110
26仕業,桟橋通四丁目,鏡川橋,文珠通（はりまや橋 経由）,鏡川橋,文珠通,11:51:30,12:25:00,土日祝_11時51分_系統11060
26仕業,桟橋通四丁目,鏡川橋,いの（はりまや橋・鏡川橋・朝倉 経由）,文珠通,伊野,13:00:00,14:02:00,土日祝_13時00分_系統6150
26仕業,桟橋通四丁目,鏡川橋,文珠通（はりまや橋 経由）,伊野,文珠通,14:07:00,15:07:30,土日祝_14時07分_系統15060
26仕業,桟橋通四丁目,鏡川橋,朝倉（はりまや橋・鏡川橋 経由）,文珠通,朝倉,15:25:00,16:06:00,土日祝_15時25分_系統6130
26仕業,桟橋通四丁目,鏡川橋,文珠通（はりまや橋 経由）,朝倉,文珠通,16:12:30,16:52:30,土日祝_16時12分_系統13060
26仕業,桟橋通四丁目,鏡川橋,朝倉（はりまや橋・鏡川橋 経由）,文珠通,朝倉,16:52:30,17:36:00,土日祝_16時52分_系統6130
26仕業,桟橋通四丁目,鏡川橋,文珠通（はりまや橋 経由）,朝倉,文珠通,17:42:30,18:22:30,土日祝_17時42分_系統13060
26仕業,桟橋通四丁目,鏡川橋,朝倉（はりまや橋・鏡川橋 経由）,文珠通,朝倉,18:22:30,19:06:00,土日祝_18時22分_系統6130
26仕業,桟橋通四丁目,鏡川橋,文珠通（はりまや橋 経由）,朝倉,文珠通,19:15:00,19:55:00,土日祝_19時15分_系統13060
26仕業,桟橋通四丁目,鏡川橋,鏡川橋（はりまや橋 経由）,文珠通,鏡川橋,20:00:00,20:34:00,土日祝_20時00分_系統6110
26仕業,桟橋通四丁目,鏡川橋,文珠通（はりまや橋 経由）,鏡川橋,文珠通,20:36:30,21:10:00,土日祝_20時36分_系統11060
26仕業,桟橋通四丁目,鏡川橋,朝倉（はりまや橋・鏡川橋 経由）,文珠通,朝倉,21:16:30,21:55:00,土日祝_21時16分_系統6130
26仕業,桟橋通四丁目,鏡川橋,鏡川橋,朝倉,鏡川橋,22:00:00,22:05:00,土日祝_22時00分_系統13110
,,,,,,,,
27仕業,後免町,桟橋車庫前,鏡川橋（はりまや橋 経由）,後免町,鏡川橋,08:45:00,09:41:00,土日祝_08時45分_系統1110
27仕業,後免町,桟橋車庫前,文珠通（はりまや橋 経由）,鏡川橋,文珠通,10:09:00,10:42:30,土日祝_10時09分_系統11060
27仕業,後免町,桟橋車庫前,いの（はりまや橋・鏡川橋・朝倉 経由）,文珠通,伊野,10:52:30,11:56:00,土日祝_10時52分_系統6150
27仕業,後免町,桟橋車庫前,文珠通（はりまや橋 経由）,伊野,文珠通,12:01:00,13:00:00,土日祝_12時01分_系統15060
27仕業,後免町,桟橋車庫前,鏡川橋（はりまや橋 経由）,文珠通,鏡川橋,13:12:30,13:46:30,土日祝_13時12分_系統6110
27仕業,後免町,桟橋車庫前,文珠通（はりまや橋 経由）,鏡川橋,文珠通,13:59:00,14:32:30,土日祝_13時59分_系統11060
27仕業,後免町,桟橋車庫前,朝倉（はりまや橋・鏡川橋 経由）,文珠通,朝倉,14:42:30,15:23:30,土日祝_14時42分_系統6130
27仕業,後免町,桟橋車庫前,文珠通（はりまや橋 経由）,朝倉,文珠通,15:30:00,16:10:00,土日祝_15時30分_系統13060
27仕業,後免町,桟橋車庫前,鏡川橋（はりまや橋 経由）,文珠通,鏡川橋,16:10:00,16:44:00,土日祝_16時10分_系統6110
27仕業,後免町,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,鏡川橋,桟橋通五丁目,16:56:30,17:31:00,土日祝_16時56分_系統11180
27仕業,後免町,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,17:34:30,17:53:30,土日祝_17時34分_系統18160
27仕業,後免町,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,17:58:30,18:16:00,土日祝_17時58分_系統16180
27仕業,後免町,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,18:19:00,18:38:30,土日祝_18時19分_系統18160
27仕業,後免町,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,18:43:30,19:01:00,土日祝_18時43分_系統16180
27仕業,後免町,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,19:04:00,19:23:30,土日祝_19時04分_系統18160
27仕業,後免町,桟橋車庫前,桟橋車庫（はりまや橋 経由）,高知駅前,桟橋車庫前,19:31:30,19:47:30,土日祝_19時31分_系統16170
,,,,,,,,
28仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,08:56:30,09:16:00,土日祝_08時56分_系統18160
28仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,09:21:30,09:39:00,土日祝_09時21分_系統16180
28仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,09:41:30,10:01:00,土日祝_09時41分_系統18160
28仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,10:06:30,10:24:00,土日祝_10時06分_系統16180
28仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,10:26:30,10:46:00,土日祝_10時26分_系統18160
28仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,10:51:30,11:09:00,土日祝_10時51分_系統16180
28仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,11:11:30,11:31:00,土日祝_11時11分_系統18160
28仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,11:36:30,11:54:00,土日祝_11時36分_系統16180
28仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,11:56:30,12:16:00,土日祝_11時56分_系統18160
28仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,12:21:30,12:39:00,土日祝_12時21分_系統16180
28仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,12:41:30,13:01:00,土日祝_12時41分_系統18160
28仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,13:06:30,13:24:00,土日祝_13時06分_系統16180
28仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,13:26:30,13:46:00,土日祝_13時26分_系統18160
28仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,13:51:30,14:09:00,土日祝_13時51分_系統16180
28仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,14:11:30,14:31:00,土日祝_14時11分_系統18160
28仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,14:36:30,14:54:00,土日祝_14時36分_系統16180
28仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,14:56:30,15:16:00,土日祝_14時56分_系統18160
28仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,15:21:30,15:39:00,土日祝_15時21分_系統16180
28仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,15:41:30,16:01:00,土日祝_15時41分_系統18160
28仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,16:06:00,16:23:30,土日祝_16時06分_系統16180
28仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,16:26:30,16:46:00,土日祝_16時26分_系統18160
28仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,16:51:30,17:09:00,土日祝_16時51分_系統16180
28仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,17:11:30,17:31:30,土日祝_17時11分_系統18160
28仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,17:36:30,17:54:00,土日祝_17時36分_系統16180
28仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,17:56:30,18:16:00,土日祝_17時56分_系統18160
28仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,18:21:30,18:39:00,土日祝_18時21分_系統16180
28仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,18:46:30,19:06:00,土日祝_18時46分_系統18160
28仕業,桟橋通五丁目,桟橋車庫前,桟橋車庫（はりまや橋 経由）,高知駅前,桟橋車庫前,19:13:30,19:29:30,土日祝_19時13分_系統16170
,,,,,,,,
29仕業,後免町,桟橋車庫前,桟橋車庫（はりまや橋 経由）,後免町,桟橋車庫前,09:17:30,10:04:00,土日祝_09時17分_系統1170
,,,,,,,,
30仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,09:26:30,09:46:00,土日祝_09時26分_系統18160
30仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,09:51:30,10:09:00,土日祝_09時51分_系統16180
30仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,10:11:30,10:31:00,土日祝_10時11分_系統18160
30仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,10:36:30,10:54:00,土日祝_10時36分_系統16180
30仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,10:56:30,11:16:00,土日祝_10時56分_系統18160
30仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,11:21:30,11:39:00,土日祝_11時21分_系統16180
30仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,11:41:30,12:01:00,土日祝_11時41分_系統18160
30仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,12:06:30,12:24:00,土日祝_12時06分_系統16180
30仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,12:26:30,12:46:00,土日祝_12時26分_系統18160
30仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,12:51:30,13:09:00,土日祝_12時51分_系統16180
30仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,13:11:30,13:31:00,土日祝_13時11分_系統18160
30仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,13:36:30,13:54:00,土日祝_13時36分_系統16180
30仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,13:56:30,14:16:00,土日祝_13時56分_系統18160
30仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,14:21:30,14:39:00,土日祝_14時21分_系統16180
30仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,14:41:30,15:01:00,土日祝_14時41分_系統18160
30仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,15:06:30,15:24:00,土日祝_15時06分_系統16180
30仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,15:26:30,15:46:00,土日祝_15時26分_系統18160
30仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,15:51:30,16:09:00,土日祝_15時51分_系統16180
30仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,16:11:30,16:31:00,土日祝_16時11分_系統18160
30仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,16:36:30,16:54:00,土日祝_16時36分_系統16180
30仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,16:56:30,17:16:00,土日祝_16時56分_系統18160
30仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,17:21:30,17:39:00,土日祝_17時21分_系統16180
30仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,17:41:30,18:01:00,土日祝_17時41分_系統18160
30仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,18:06:30,18:24:00,土日祝_18時06分_系統16180
30仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,18:26:30,18:46:00,土日祝_18時26分_系統18160
30仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,18:53:30,19:11:00,土日祝_18時53分_系統16180
30仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,19:16:30,19:36:00,土日祝_19時16分_系統18160
30仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,19:41:30,19:59:00,土日祝_19時41分_系統16180
30仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,20:01:30,20:21:00,土日祝_20時01分_系統18160
30仕業,桟橋通五丁目,桟橋車庫前,桟橋通五丁目（はりまや橋 経由）,高知駅前,桟橋通五丁目,20:26:00,20:43:30,土日祝_20時26分_系統16180
30仕業,桟橋通五丁目,桟橋車庫前,高知駅（はりまや橋 経由）,桟橋通五丁目,高知駅前,20:46:30,21:05:30,土日祝_20時46分_系統18160
30仕業,桟橋通五丁目,桟橋車庫前,桟橋車庫（はりまや橋 経由）,高知駅前,桟橋車庫前,21:12:30,21:26:00,土日祝_21時12分_系統16170
,,,,,,,,
31仕業,桟橋通四丁目,鏡川橋,文珠通（はりまや橋 経由）,桟橋通四丁目,文珠通,13:48:00,14:17:30,土日祝_13時48分_系統17060
31仕業,桟橋通四丁目,鏡川橋,いの（はりまや橋・鏡川橋・朝倉 経由）,文珠通,伊野,14:22:30,15:26:00,土日祝_14時22分_系統6150
31仕業,桟橋通四丁目,鏡川橋,文珠通（はりまや橋 経由）,伊野,文珠通,15:31:00,16:30:00,土日祝_15時31分_系統15060
31仕業,桟橋通四丁目,鏡川橋,いの（はりまや橋・鏡川橋・朝倉 経由）,文珠通,伊野,16:30:00,17:34:00,土日祝_16時30分_系統6150
31仕業,桟橋通四丁目,鏡川橋,文珠通（はりまや橋 経由）,伊野,文珠通,17:39:00,18:40:00,土日祝_17時39分_系統15060
31仕業,桟橋通四丁目,鏡川橋,いの（はりまや橋・鏡川橋・朝倉 経由）,文珠通,伊野,18:47:30,19:49:00,土日祝_18時47分_系統6150
31仕業,桟橋通四丁目,鏡川橋,文珠通（はりまや橋 経由）,伊野,文珠通,19:54:00,20:55:00,土日祝_19時54分_系統15060
31仕業,桟橋通四丁目,鏡川橋,いの（はりまや橋・鏡川橋・朝倉 経由）,文珠通,伊野,21:01:30,21:58:00,土日祝_21時01分_系統6150
31仕業,桟橋通四丁目,鏡川橋,鏡川橋,伊野,鏡川橋,22:03:00,22:23:30,土日祝_22時03分_系統15110
,,,,,,,,
32仕業,桟橋通四丁目,後免町,文珠通（はりまや橋 経由）,桟橋通四丁目,文珠通,15:03:00,15:32:30,土日祝_15時03分_系統17060
32仕業,桟橋通四丁目,後免町,いの（はりまや橋・鏡川橋・朝倉 経由）,文珠通,伊野,15:47:30,16:50:00,土日祝_15時47分_系統6150
32仕業,桟橋通四丁目,後免町,文珠通（はりまや橋 経由）,伊野,文珠通,16:55:00,17:55:00,土日祝_16時55分_系統15060
32仕業,桟橋通四丁目,後免町,いの（はりまや橋・鏡川橋・朝倉 経由）,文珠通,伊野,18:00:00,19:04:00,土日祝_18時00分_系統6150
32仕業,桟橋通四丁目,後免町,文珠通（はりまや橋 経由）,伊野,文珠通,19:09:00,20:10:00,土日祝_19時09分_系統15060
32仕業,桟橋通四丁目,後免町,鏡川橋（はりまや橋 経由）,文珠通,鏡川橋,20:22:30,20:56:30,土日祝_20時22分_系統6110
32仕業,桟橋通四丁目,後免町,ごめん（はりまや橋・文珠通・領石通 経由）,鏡川橋,後免町,21:08:00,22:03:00,土日祝_21時08分_系統11011
,,,,,,,,
33仕業,桟橋通四丁目,後免町,文珠通（はりまや橋 経由）,桟橋通四丁目,文珠通,15:20:30,15:50:00,土日祝_15時20分_系統17060
33仕業,桟橋通四丁目,後免町,朝倉（はりまや橋・鏡川橋 経由）,文珠通,朝倉,16:05:00,16:48:30,土日祝_16時05分_系統6130
33仕業,桟橋通四丁目,後免町,文珠通（はりまや橋 経由）,朝倉,文珠通,16:55:00,17:35:00,土日祝_16時55分_系統13060
33仕業,桟橋通四丁目,後免町,鏡川橋（はりまや橋 経由）,文珠通,鏡川橋,17:42:30,18:16:30,土日祝_17時42分_系統6110
33仕業,桟橋通四丁目,後免町,ごめん（はりまや橋・文珠通・領石通 経由）,鏡川橋,後免町,18:19:00,19:14:30,土日祝_18時19分_系統11011
,,,,,,,,
34仕業,桟橋通四丁目,桟橋車庫前,文珠通（はりまや橋 経由）,桟橋通四丁目,文珠通,15:35:30,16:05:00,土日祝_15時35分_系統17060
34仕業,桟橋通四丁目,桟橋車庫前,桟橋車庫（はりまや橋 経由）,文珠通,桟橋車庫前,16:15:00,16:39:00,土日祝_16時15分_系統6170
,,,,,,,,
35仕業,桟橋通四丁目,後免町,文珠通（はりまや橋 経由）,桟橋通四丁目,文珠通,15:52:30,16:22:30,土日祝_15時52分_系統17060
35仕業,桟橋通四丁目,後免町,鏡川橋（はりまや橋 経由）,文珠通,鏡川橋,17:02:30,17:36:30,土日祝_17時02分_系統6110
35仕業,桟橋通四丁目,後免町,ごめん（はりまや橋・文珠通・領石通 経由）,鏡川橋,後免町,17:41:30,18:37:00,土日祝_17時41分_系統11011
,,,,,,,,
36仕業,桟橋通四丁目,桟橋車庫前,文珠通（はりまや橋 経由）,桟橋通四丁目,文珠通,16:32:30,17:02:30,土日祝_16時32分_系統17060
36仕業,桟橋通四丁目,桟橋車庫前,鏡川橋（はりまや橋 経由）,文珠通,鏡川橋,17:10:00,17:44:00,土日祝_17時10分_系統6110
36仕業,桟橋通四丁目,桟橋車庫前,文珠通（はりまや橋 経由）,鏡川橋,文珠通,18:24:00,18:57:30,土日祝_18時24分_系統11060
36仕業,桟橋通四丁目,桟橋車庫前,朝倉（はりまや橋・鏡川橋 経由）,文珠通,朝倉,19:07:30,19:51:00,土日祝_19時07分_系統6130
36仕業,桟橋通四丁目,桟橋車庫前,文珠通（はりまや橋 経由）,朝倉,文珠通,19:57:30,20:37:30,土日祝_19時57分_系統13060
36仕業,桟橋通四丁目,桟橋車庫前,鏡川橋（はりまや橋 経由）,文珠通,鏡川橋,20:45:00,21:18:00,土日祝_20時45分_系統6110
36仕業,桟橋通四丁目,桟橋車庫前,桟橋車庫（はりまや橋 経由）,鏡川橋,桟橋車庫前,21:25:00,21:54:30,土日祝_21時25分_系統11170
,,,,,,,,
37仕業,桟橋通四丁目,後免町,文珠通（はりまや橋 経由）,桟橋通四丁目,文珠通,16:40:30,17:10:00,土日祝_16時40分_系統17060
37仕業,桟橋通四丁目,後免町,いの（はりまや橋・鏡川橋・朝倉 経由）,文珠通,伊野,17:15:00,18:19:00,土日祝_17時15分_系統6150
37仕業,桟橋通四丁目,後免町,文珠通（はりまや橋 経由）,伊野,文珠通,18:24:00,19:25:00,土日祝_18時24分_系統15060
37仕業,桟橋通四丁目,後免町,鏡川橋（はりまや橋 経由）,文珠通,鏡川橋,19:37:30,20:11:30,土日祝_19時37分_系統6110
37仕業,桟橋通四丁目,後免町,ごめん（はりまや橋・文珠通・領石通 経由）,鏡川橋,後免町,20:14:00,21:10:00,土日祝_20時14分_系統11011
,,,,,,,,
38仕業,桟橋通四丁目,後免町,ごめん（はりまや橋・文珠通・領石通 経由）,桟橋通四丁目,後免町,16:43:00,17:34:30,土日祝_16時43分_系統17010
,,,,,,,,
39仕業,桟橋通四丁目,鏡川橋,文珠通（はりまや橋 経由）,桟橋通四丁目,文珠通,16:52:30,17:22:30,土日祝_16時52分_系統17060
39仕業,桟橋通四丁目,鏡川橋,朝倉（はりまや橋・鏡川橋 経由）,文珠通,朝倉,17:32:30,18:16:00,土日祝_17時32分_系統6130
39仕業,桟橋通四丁目,鏡川橋,文珠通（はりまや橋 経由）,朝倉,文珠通,18:22:30,19:02:30,土日祝_18時22分_系統13060
39仕業,桟橋通四丁目,鏡川橋,鏡川橋（はりまや橋 経由）,文珠通,鏡川橋,19:15:00,19:49:00,土日祝_19時15分_系統6110
39仕業,桟橋通四丁目,鏡川橋,文珠通（はりまや橋 経由）,鏡川橋,文珠通,19:51:30,20:25:00,土日祝_19時51分_系統11060
39仕業,桟橋通四丁目,鏡川橋,朝倉（はりまや橋・鏡川橋 経由）,文珠通,朝倉,20:30:00,21:13:30,土日祝_20時30分_系統6130
39仕業,桟橋通四丁目,鏡川橋,鏡川橋,朝倉,鏡川橋,21:20:00,21:26:00,土日祝_21時20分_系統13110
,,,,,,,,
40仕業,桟橋通四丁目,後免町,ごめん（はりまや橋・文珠通・領石通 経由）,桟橋通四丁目,後免町,17:03:00,17:55:00,土日祝_17時03分_系統17010
,,,,,,,,
41仕業,桟橋通四丁目,後免町,文珠通（はりまや橋 経由）,桟橋通四丁目,文珠通,17:15:30,17:45:00,土日祝_17時15分_系統17060
41仕業,桟橋通四丁目,後免町,鏡川橋（はりまや橋 経由）,文珠通,鏡川橋,17:50:00,18:24:00,土日祝_17時50分_系統6110
41仕業,桟橋通四丁目,後免町,ごめん（はりまや橋・文珠通・領石通 経由）,鏡川橋,後免町,18:41:30,19:37:00,土日祝_18時41分_系統11011
,,,,,,,,
42仕業,桟橋通四丁目,後免町,文珠通（はりまや橋 経由）,桟橋通四丁目,文珠通,17:22:30,17:52:30,土日祝_17時22分_系統17060
42仕業,桟橋通四丁目,後免町,鏡川橋（はりまや橋 経由）,文珠通,鏡川橋,18:05:00,18:39:00,土日祝_18時05分_系統6110
42仕業,桟橋通四丁目,後免町,ごめん（はりまや橋・文珠通・領石通 経由）,鏡川橋,後免町,19:11:30,20:07:00,土日祝_19時11分_系統11011
,,,,,,,,
43仕業,桟橋通四丁目,後免町,文珠通（はりまや橋 経由）,桟橋通四丁目,文珠通,17:48:00,18:17:30,土日祝_17時48分_系統17060
43仕業,桟橋通四丁目,後免町,鏡川橋（はりまや橋 経由）,文珠通,鏡川橋,18:35:00,19:09:00,土日祝_18時35分_系統6110
